"participant","prompt","stimulus","stimulus_voice","word_pair","variable_1","variable_2","vs","variable_same","v1_type","v2_type","v_types","v_types_shorthand","vm1","vm2","manipulation_matching","block","dimension","slider_response"
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin tagger</p>","cabintagger-p01-ci","p01","cabintagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,2,"education",0.238
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>badder dagger</p>","badderdagger-p06-ii","p06","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,2,"education",1
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty dagger</p>","dottydagger-p07-rc","p07","dottydagger","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,2,"education",0.034
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bottom baggy</p>","bottombaggy-p05-si","p05","bottombaggy","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,2,"education",0.864
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bottom cabin</p>","bottomcabin-p08-ri","p08","bottomcabin","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,2,"education",0.816
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dagger party</p>","daggerparty-p01-is","p01","daggerparty","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,2,"education",0.194
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty dagger</p>","dottydagger-p06-ri","p06","dottydagger","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,2,"education",0.777
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty butter</p>","dottybutter-p07-ss","p07","dottybutter","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,2,"education",0.762
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty dagger</p>","dottydagger-p01-rc","p01","dottydagger","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,2,"education",0.117
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cotton button</p>","cottonbutton-p05-rr","p05","cottonbutton","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,2,"education",0.796
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>badder cotton</p>","baddercotton-p08-cr","p08","baddercotton","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,2,"education",0.262
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty dagger</p>","dottydagger-p07-sc","p07","dottydagger","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,2,"education",1
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>badder cotton</p>","baddercotton-p06-cs","p06","baddercotton","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,2,"education",0.723
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dapper cabin</p>","dappercabin-p01-cc","p01","dappercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,2,"education",0.223
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p04-rs","p04","partybutton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,2,"education",0
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty dagger</p>","dottydagger-p01-si","p01","dottydagger","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,2,"education",1
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin dagger</p>","cabindagger-p08-ic","p08","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,2,"education",0.752
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin party</p>","cabinparty-p04-cs","p04","cabinparty","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,2,"education",0.238
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bottom cotton</p>","bottomcotton-p01-rs","p01","bottomcotton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,2,"education",0.796
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>badder cabin</p>","baddercabin-p07-ic","p07","baddercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,2,"education",0.748
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p01-rr","p01","partybutton","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,2,"education",0.262
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bottom baggy</p>","bottombaggy-p08-si","p08","bottombaggy","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,2,"education",0.354
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bottom cotton</p>","bottomcotton-p04-sr","p04","bottomcotton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,2,"education",0.704
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin dagger</p>","cabindagger-p05-ii","p05","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,2,"education",0.738
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin party</p>","cabinparty-p05-is","p05","cabinparty","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,2,"education",0.612
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>baggy garter</p>","baggygarter-p01-ir","p01","baggygarter","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,2,"education",0.461
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cotton button</p>","cottonbutton-p08-sr","p08","cottonbutton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,2,"education",0.772
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bottom baggy</p>","bottombaggy-p05-rc","p05","bottombaggy","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,2,"education",0.757
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin gutter</p>","cabingutter-p07-cs","p07","cabingutter","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,2,"education",0.786
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>tagger cabin</p>","taggercabin-p04-ii","p04","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,2,"education",0.141
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty butter</p>","dottybutter-p06-ss","p06","dottybutter","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,2,"education",0.738
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>badder cabin</p>","baddercabin-p07-ci","p07","baddercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,2,"education",0.738
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty garter</p>","dottygarter-p05-sr","p05","dottygarter","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,2,"education",0.738
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bottom dagger</p>","bottomdagger-p04-sc","p04","bottomdagger","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,2,"education",0.204
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dapper cabin</p>","dappercabin-p04-ic","p04","dappercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,2,"education",0.136
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin tagger</p>","cabintagger-p08-ci","p08","cabintagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,2,"education",0.743
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin party</p>","cabinparty-p04-cr","p04","cabinparty","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,2,"education",0.223
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>badder cotton</p>","baddercotton-p06-cr","p06","baddercotton","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,2,"education",0.286
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty butter</p>","dottybutter-p08-ss","p08","dottybutter","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,2,"education",0.981
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>baggy cotton</p>","baggycotton-p05-ir","p05","baggycotton","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,2,"education",0.243
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty garter</p>","dottygarter-p06-rs","p06","dottygarter","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,2,"education",0.806
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>tagger cabin</p>","taggercabin-p06-cc","p06","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,2,"education",0.733
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dapper dagger</p>","dapperdagger-p05-cc","p05","dapperdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,2,"education",0.67
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>badder cotton</p>","baddercotton-p08-ir","p08","baddercotton","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,2,"education",0.301
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cotton cabin</p>","cottoncabin-p06-sc","p06","cottoncabin","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,2,"education",0.985
"exp256","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin gutter</p>","cabingutter-p07-is","p07","cabingutter","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,2,"education",0.126
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cotton button</p>","cottonbutton-p07-rr","p07","cottonbutton","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,3,"accent",0.68
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>badder dagger</p>","badderdagger-p08-ci","p08","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,3,"accent",0.699
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cotton button</p>","cottonbutton-p08-rs","p08","cottonbutton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,3,"accent",0.369
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p05-ss","p05","partybutton","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,3,"accent",0.364
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>baggy cotton</p>","baggycotton-p07-ir","p07","baggycotton","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,3,"accent",0.364
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cabin gutter</p>","cabingutter-p08-cr","p08","cabingutter","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,3,"accent",0.743
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dapper party</p>","dapperparty-p01-cr","p01","dapperparty","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,3,"accent",0.699
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bottom dagger</p>","bottomdagger-p04-rc","p04","bottomdagger","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,3,"accent",0.675
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dotty butter</p>","dottybutter-p06-sr","p06","dottybutter","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,3,"accent",0.345
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bottom cabin</p>","bottomcabin-p01-si","p01","bottomcabin","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,3,"accent",0.908
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>party cotton</p>","partycotton-p06-rr","p06","partycotton","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,3,"accent",0.32
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bottom cabin</p>","bottomcabin-p01-ri","p01","bottomcabin","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,3,"accent",0.947
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bottom dagger</p>","bottomdagger-p06-rc","p06","bottomdagger","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,3,"accent",0.369
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p04-ss","p04","partybutton","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,3,"accent",0.864
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>badder dagger</p>","badderdagger-p05-ii","p05","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,3,"accent",0.864
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cabin tagger</p>","cabintagger-p01-ic","p01","cabintagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,3,"accent",0.956
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bottom dagger</p>","bottomdagger-p07-ri","p07","bottomdagger","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,3,"accent",0.976
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>baggy bottom</p>","baggybottom-p08-ir","p08","baggybottom","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,3,"accent",0.723
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dapper party</p>","dapperparty-p05-cs","p05","dapperparty","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,3,"accent",0.325
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>badder cotton</p>","baddercotton-p07-is","p07","baddercotton","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,3,"accent",0.32
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bottom dagger</p>","bottomdagger-p08-rc","p08","bottomdagger","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,3,"accent",0.675
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>badder cabin</p>","baddercabin-p04-cc","p04","baddercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,3,"accent",0.743
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cotton button</p>","cottonbutton-p01-rs","p01","cottonbutton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,3,"accent",0.908
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cabin dagger</p>","cabindagger-p07-cc","p07","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,3,"accent",0.796
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dotty butter</p>","dottybutter-p04-rr","p04","dottybutter","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,3,"accent",0.942
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bottom cotton</p>","bottomcotton-p05-rs","p05","bottomcotton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,3,"accent",0.806
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dotty dagger</p>","dottydagger-p04-sc","p04","dottydagger","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,3,"accent",0.612
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cabin dagger</p>","cabindagger-p06-cc","p06","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,3,"accent",0.33
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>baggy cotton</p>","baggycotton-p05-is","p05","baggycotton","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,3,"accent",0.296
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dotty garter</p>","dottygarter-p08-sr","p08","dottygarter","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,3,"accent",0.325
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dapper dagger</p>","dapperdagger-p05-ci","p05","dapperdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,3,"accent",0.383
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>badder party</p>","badderparty-p01-cs","p01","badderparty","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,3,"accent",0.913
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cabin gutter</p>","cabingutter-p06-is","p06","cabingutter","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,3,"accent",0.723
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cabin dagger</p>","cabindagger-p04-ic","p04","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,3,"accent",0.82
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cotton cabin</p>","cottoncabin-p07-si","p07","cottoncabin","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,3,"accent",0.33
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dotty garter</p>","dottygarter-p01-sr","p01","dottygarter","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,3,"accent",0.922
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cotton cabin</p>","cottoncabin-p08-ri","p08","cottoncabin","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,3,"accent",0.354
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>badder dagger</p>","badderdagger-p07-ii","p07","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,3,"accent",0.393
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>badder party</p>","badderparty-p04-cr","p04","badderparty","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,3,"accent",0.694
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bottom baggy</p>","bottombaggy-p05-si","p05","bottombaggy","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,3,"accent",0.66
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>badder cabin</p>","baddercabin-p01-ii","p01","baddercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,3,"accent",0.966
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dotty cabin</p>","dottycabin-p06-sc","p06","dottycabin","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,3,"accent",0.393
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dapper party</p>","dapperparty-p04-cs","p04","dapperparty","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,3,"accent",0.743
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>badder cabin</p>","baddercabin-p08-ic","p08","baddercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,3,"accent",0.417
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bottom cotton</p>","bottomcotton-p07-ss","p07","bottomcotton","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,3,"accent",0.388
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>tagger cabin</p>","taggercabin-p06-ci","p06","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,3,"accent",0.437
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dotty dagger</p>","dottydagger-p05-sc","p05","dottydagger","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,3,"accent",0.417
"exp256","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cabin party</p>","cabinparty-p06-ir","p06","cabinparty","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,3,"accent",0.393
"exp256","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>cabin dagger</p>","cabindagger-p06-ci","p06","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,4,"age",0.364
"exp256","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dapper party</p>","dapperparty-p04-is","p04","dapperparty","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,4,"age",0.277
"exp256","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bottom dagger</p>","bottomdagger-p05-sc","p05","bottomdagger","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,4,"age",0.223
